fighter_id,name,height,weight,age,dob,gender,weight_class,reach,stance,style,gym,country
4403762,Isis Verbeek,162.56,52.16,30.0,1995-01-12,female,womens-strawweight,162.56,orthodox,,team bigi boy,netherlands
4764301,George Hardwick,175.26,70.31,28.0,1996-12-06,male,lightweight,182.88,orthodox,,middlesbrough fight academy,england
5075334,Kevin Szaflarski,195.58,117.93,30.0,1994-12-30,male,heavyweight,195.58,orthodox,,akademia sportow walki wilanow,poland
4788298,Victor Dias,167.64,56.7,34.0,1990-12-26,male,flyweight,175.26,orthodox,,american top team,brazil
4684237,Mana Martinez,177.8,62.14,29.0,1996-03-25,male,bantamweight,177.8,orthodox,karate,metro fight club,usa
4683396,Cheyanne Vlismas,160.02,52.16,30.0,1995-06-25,female,womens-strawweight,160.02,switch,mixed martial artist,xtreme couture,usa
5088846,Emiliano Linares,172.72,65.32,28.0,1997-04-21,male,featherweight,184.15,orthodox,,bonebreakers mma,ecuador
4795255,Ashiek Ajim,172.72,61.23,31.0,1994-06-19,male,bantamweight,180.34,switch,,long island mma,trinidad
4584163,Leon Aliu,182.88,84.37,36.0,1989-07-14,male,middleweight,187.96,orthodox,,shoot team academy,albania
5076594,Richard Jacobi,193.04,110.68,32.0,1993-09-28,male,heavyweight,190.5,orthodox,,chute boxe,brazil
5075937,Roybert Echeverria,165.1,56.7,30.0,1995-08-21,male,flyweight,170.18,switch,,the goat shed,venezuela
4701186,Jimmy Lawson,182.88,119.29,33.0,1991-11-13,male,heavyweight,195.58,orthodox,,killer b combat sports academy,usa
5056143,Nayara Maia,165.1,56.7,35.0,1990-07-25,female,womens-flyweight,167.64,orthodox,,nova uniao ,brazil
5044376,Rodrigo Lidio,180.34,70.31,36.0,1989-07-07,male,lightweight,185.42,orthodox,,fighting nerds,brazil
4869428,Maria Silva,160.02,52.16,29.0,1995-12-19,female,womens-strawweight,165.1,orthodox,,dragon kombat,brazil
4963260,Amiran Gogoladze,185.42,77.11,27.0,1997-12-09,male,welterweight,187.96,switch,,13 legion mma,georgia
5077400,Josh Wang-Kim,175.26,61.23,32.0,1992-11-16,male,bantamweight,180.34,switch,,alliance jiu-jitsu,usa
5074276,Thomas Paull,170.18,70.31,30.0,1994-10-15,male,lightweight,170.18,orthodox,,team underground mma,england
5065494,Ivan Valenzuela,187.96,84.37,32.0,1992-11-17,male,middleweight,195.58,orthodox,,xtreme couture,mexico
4584150,Jack Cartwright,175.26,61.69,31.0,1994-05-26,male,bantamweight,172.72,orthodox,,sbg manchester,england
5044439,Sandra Lavado,170.18,57.15,31.0,1994-05-03,female,womens-strawweight,167.64,orthodox,,maximo's combat club,peru
4892412,Shimon Smotritsky,187.96,77.11,25.0,2000-08-22,male,welterweight,187.96,orthodox,,xtreme couture,israel
4895361,Qiulun,172.72,56.7,28.0,1997-07-08,male,flyweight,170.18,southpaw,,enbo gedou,china
4884867,Jonas Bilharinho,180.34,66.22,35.0,1990-05-22,male,featherweight,190.5,switch,,team nogueira,brazil
4286781,Shang Zhifa,170.18,56.7,39.0,1986-03-15,male,flyweight,160.02,orthodox,,longyun mma gym,china
4021216,Oron Kahlon,172.72,63.05,40.0,1984-11-04,male,featherweight,177.8,orthodox,,xtreme couture,israel
4568503,Yan Qihui,160.02,56.7,28.0,1996-10-21,female,womens-flyweight,157.48,orthodox,,,china
4218124,Kolton Englund,177.8,70.31,32.0,1993-07-09,male,lightweight,175.26,orthodox,,,usa
4892415,Xie Bin,175.26,65.77,27.0,1998-02-28,male,featherweight,180.34,orthodox,,,china
4875514,Kaloyan Kolev,187.96,92.99,32.0,1992-10-17,male,lightheavyweight,185.42,orthodox,,warrior fight club,bulgaria
2502713,Lorenzo Hood,190.5,116.57,36.0,1989-03-02,male,heavyweight,203.2,southpaw,,strike mma,usa
4875515,Shonte Barnes,180.34,83.91,38.0,1987-02-09,male,middleweight,193.04,southpaw,,american top team asheville,usa
4874989,Patrik White,182.88,70.31,32.0,1993-06-11,male,lightweight,182.88,orthodox,,avalanche wrestling association,usa
4873641,Lucasz Sudolski,193.04,92.99,32.0,1993-06-15,male,lightheavyweight,191.77,orthodox,,,poland
4835136,Hashem Arkhagha,187.96,85.73,36.0,1989-09-11,male,middleweight,190.5,orthodox,,,jordan
4888600,Logan Urban,182.88,77.11,31.0,1994-04-22,male,welterweight,182.88,,,,usa
3110833,Matheus Scheffel,187.96,117.48,32.0,1992-11-04,male,lightheavyweight,193.04,orthodox,,cm system,brazil
4410116,Leonardo Damiani,177.8,77.11,35.0,1990-08-30,male,welterweight,175.26,orthodox,,aurora mma,italy
4689228,Pauline Macias,162.56,52.16,37.0,1988-06-27,female,womens-strawweight,162.56,southpaw,,factoryx muay thai,usa
4689226,Chelsea Hackett,162.56,56.7,27.0,1998-08-16,female,womens-flyweight,167.64,switch,,potential unlimited mixed martial arts,australia
4701012,Shaheen Santana,185.42,65.77,34.0,1991-06-04,male,lightweight,190.5,orthodox,,mma masters,usa
4606413,Danny Sabatello,177.8,61.23,32.0,1993-03-31,male,bantamweight,180.34,orthodox,,american top team,usa
4693719,Edson Gomez,172.72,77.11,34.0,1991-02-23,male,welterweight,175.26,switch,,combined martial science,mexico
4683397,Korey Kuppe,195.58,83.91,36.0,1989-01-23,male,welterweight,190.5,switch,,macomb martial arts,usa
3947116,Dinis Paiva,175.26,65.77,37.0,1988-05-26,male,featherweight,180.34,southpaw,,juniko,usa
4685886,Cameron Church,180.34,70.31,35.0,1990-09-27,male,lightweight,182.88,orthodox,,escobar training grounds,usa
3895527,Jhonoven Pati,185.42,83.91,35.0,1990-04-29,male,middleweight,190.5,switch,,strkings,usa
4389513,Kyron Bowen,187.96,77.11,31.0,1993-12-22,male,middleweight,198.12,orthodox,,family combat fitness,usa
4359111,Anthony Adams,185.42,83.91,37.0,1988-01-13,male,middleweight,195.58,orthodox,,elevation fight team,usa
4010873,Ty Flores,190.5,92.99,31.0,1993-12-22,male,lightheavyweight,185.42,switch,,elevation fight team,usa
4573207,Kailan Hill,185.42,83.91,30.0,1994-12-01,male,middleweight,195.58,southpaw,,,puerto rico
4573209,SangHoon Yoo,182.88,77.11,35.0,1990-01-18,male,lightweight,187.96,orthodox,,busan team m.a.d.,korea
4423215,Leon Shahbazyan,193.04,77.11,29.0,1995-11-18,male,welterweight,189.23,orthodox,,glendale fighting club,usa
4570799,Marcos Brigagão,190.5,92.99,29.0,1996-04-01,male,lightheavyweight,193.04,southpaw,,parana vale tudo,brazil
4573548,Desmond Torres,167.64,61.23,28.0,1997-01-06,male,bantamweight,175.26,orthodox,,,usa
4569668,Ricky Steele,175.26,61.23,37.0,1988-05-26,male,bantamweight,187.96,orthodox,,,usa
4379326,Herdem Alacabek,187.96,92.99,34.0,1991-06-07,male,lightheavyweight,190.5,orthodox,,,sweden
4565646,Devin Smyth,177.8,77.11,30.0,1995-07-21,male,welterweight,185.42,switch,,,usa
4248475,Julius Anglickas,190.5,92.53,34.0,1991-07-23,male,lightheavyweight,195.58,orthodox,,st. charles mma,lithuania
4350860,Marilia Santos,162.56,56.7,32.0,1992-12-10,female,womens-flyweight,172.72,orthodox,,,brazil
4565642,Taylor Johnson,182.88,83.91,34.0,1990-11-09,female,middleweight,187.96,switch,,american top team portland,usa
4565645,Dwight Joseph,170.18,65.77,36.0,1989-08-16,male,bantamweight,167.64,switch,,team alpha male,liberia
4425611,Ramazan Kuramagomedov,182.88,77.11,29.0,1996-08-23,male,middleweight,185.42,orthodox,,xtreme couture,russia
4426306,Christian Lohsen,187.96,70.31,30.0,1995-01-24,male,lightweight,190.5,southpaw,,darkwolf mma,usa
3945573,Stephen Regman,180.34,83.91,34.0,1991-08-05,male,middleweight,194.31,orthodox,striker,pellegrino mma,usa
4312854,Ricardo Prasel,200.66,109.77,35.0,1990-06-02,male,heavyweight,198.12,orthodox,,alemao brothers team,brazil
4424478,Lance Lawrence,182.88,65.77,32.0,1993-06-26,male,featherweight,182.88,orthodox,,,usa
4423875,Jesse Wallace,177.8,70.31,32.0,1992-11-17,male,lightweight,176.53,orthodox,,,usa
4095179,Kenneth Bergh,187.96,92.99,36.0,1989-06-26,male,lightheavyweight,193.04,orthodox,,frontline academy,
4425705,Chris Ocon,170.18,56.7,29.0,1996-02-05,male,bantamweight,175.26,orthodox,,syndicate mma,usa
4030352,Zach Zane,177.8,65.77,35.0,1989-12-14,male,welterweight,175.26,southpaw,brazilian jiu-jitsu,black house,usa
4392322,Richie Santiago,170.18,61.23,32.0,1992-10-10,male,bantamweight,170.18,southpaw,,tri-force mma,usa
3039935,Alton Meeks,190.5,118.84,31.0,1994-04-05,male,heavyweight,191.77,orthodox,,fusion x-cel,usa
4372190,Mabelly Lima,157.48,56.7,31.0,1994-01-25,female,womens-flyweight,,orthodox,,master kombat,brazil
4030631,Gisele Moreira,167.64,61.23,44.0,1981-01-14,female,womens-bantamweight,,orthodox,,chute boxe,brazil
4379279,Leonardo Silva De Oliveira,187.96,83.91,33.0,1992-04-23,male,middleweight,,orthodox,,,brazil
4370999,Maiara Amanajas dos Santos,165.1,52.16,38.0,1987-07-11,female,womens-strawweight,,southpaw,,,
4379257,Marcos Conrado Jr.,187.96,99.79,43.0,1982-03-14,male,heavyweight,,orthodox,,,
4354427,Marty Coughran,172.72,65.77,31.0,1994-05-17,male,featherweight,,orthodox,,,usa
4357591,Maurice Mitchell,175.26,65.77,38.0,1987-06-29,male,bantamweight,,orthodox,,team alpha male,usa
2953005,Nick Newell,177.8,70.31,39.0,1986-03-17,male,lightweight,,southpaw,brazilian jiu-jitsu,fighting arts academy,usa
3020395,Toby Misech,172.72,61.23,37.0,1988-03-07,male,featherweight,172.72,southpaw,,,usa
2989137,Matt Bessette,177.8,70.31,40.0,1984-12-28,male,featherweight,179.07,orthodox,brazilian jiu-jitsu,underdog bjj,usa
4294510,Austin Tweedy,172.72,70.31,35.0,1990-09-25,male,lightweight,,orthodox,,,usa
4062284,Tim Caron,185.42,83.91,38.0,1987-07-24,male,middleweight,190.5,orthodox,striker,,usa
2558159,Azunna Anyanwu,185.42,113.4,44.0,1981-08-05,male,heavyweight,195.58,orthodox,striker,renzo gracie philly,usa
3039664,Anton Berzin,187.96,92.99,36.0,1989-09-29,male,lightheavyweight,,orthodox,brazilian jiu-jitsu,,usa
4227123,Mark Cherico,172.72,70.31,,,male,featherweight,176.53,orthodox,,,usa
3099608,Nick Urso,167.64,56.7,40.0,1985-09-26,male,flyweight,168.91,southpaw,,jackson-wink mma,usa
4232927,Tiffany Masters,157.48,52.16,,,female,womens-strawweight,165.1,orthodox,,,usa
4008509,Peter Petties,180.34,65.77,34.0,1990-12-20,male,featherweight,182.88,southpaw,striker,team lloyd irvin,usa
4245091,Everett Sims,182.88,117.93,37.0,1988-09-04,male,heavyweight,196.85,southpaw,,,usa
4237013,James Gray,175.26,61.23,37.0,1987-10-25,male,bantamweight,,orthodox,,,usa
4073937,Ronaldo Candido de Oliveira,167.64,56.7,36.0,1989-04-24,male,flyweight,,southpaw,brazilian jiu-jitsu,nova uniao ,brazil
3024141,Dan Spohn,193.04,92.99,40.0,1984-10-12,male,lightheavyweight,195.58,southpaw,,ronin training center,usa
3895524,Thanh Le,175.26,65.77,40.0,1985-08-28,male,featherweight,189.23,orthodox,,,usa
4040925,Sidney Outlaw,175.26,70.76,33.0,1992-04-11,male,welterweight,193.04,orthodox,,kill cliff fc,usa
4082117,Cee Jay Hamilton,167.64,61.23,38.0,1986-10-07,male,flyweight,182.88,switch,,contemporary martial arts,usa
